lamb_air,flux
8495.565688140272,0.9701753
8495.665661105644,0.9684307
8495.765634071011,0.9637645
8495.865607036372,0.95801556
8495.965580001728,0.9547863
8496.065552967078,0.95518893
8496.165525932423,0.9549519
8496.265498897765,0.9512652
8496.365471863099,0.945428
8496.465444828427,0.9395997
8496.565417793752,0.93124324
8496.66539075907,0.92095757
8496.765363724384,0.90985924
8496.86533668969,0.89619476
8496.965309654994,0.87915665
8497.065282620291,0.860455
8497.165255585582,0.8416699
8497.265228550868,0.8207098
8497.36520151615,0.794435
8497.465174481425,0.76226443
8497.565147446696,0.72591484
8497.66512041196,0.68493783
8497.765093377218,0.64196306
8497.865066342472,0.60409415
8497.96503930772,0.58186996
8498.065012272966,0.5752976
8498.164985238205,0.5893982
8498.264958203437,0.6210832
8498.364931168664,0.6648105
8498.464904133887,0.7142535
8498.564877099103,0.76124763
8498.664850064313,0.8003321
8498.76482302952,0.83189666
8498.864795994721,0.85680604
8498.964768959915,0.87504745
8499.064741925104,0.89003485
8499.164714890288,0.9048167
8499.264687855468,0.91857064
8499.364660820642,0.92751116
8499.46463378581,0.93138117
8499.564606750973,0.9338311
8499.66457971613,0.93825126
8499.764552681283,0.94367903
8499.864525646432,0.9488181
8499.96449861157,0.95223063
8500.064471576708,0.95511925
8500.164444541839,0.95661956
8500.264417506964,0.95768493
8500.364390472085,0.9592227
8500.4643634372,0.96178883
8500.564336402309,0.96454346
8500.664309367412,0.96674466
8500.764282332511,0.96813935
8500.864255297605,0.9683084
8500.964228262692,0.9672016
8501.064201227775,0.9647479
8501.164174192852,0.9601277
8501.264147157925,0.95579326
8501.364120122991,0.9533029
8501.464093088052,0.9507308
8501.564066053108,0.9489142
8501.66403901816,0.9464332
8501.764011983205,0.9454923
8501.863984948244,0.9449952
8501.963957913278,0.94426244
8502.063930878308,0.9422626
8502.163903843331,0.9411513
8502.263876808349,0.9420149
8502.363849773363,0.94740623
8502.463822738371,0.95444006
8502.563795703374,0.960776
8502.66376866837,0.96335644
8502.763741633362,0.9658746
8502.863714598347,0.969418
8502.96368756333,0.9702375
8503.063660528303,0.9708191
8503.163633493275,0.97321594
8503.26360645824,0.9765839
8503.363579423198,0.9772809
8503.463552388153,0.9770042
8503.563525353104,0.9779818
8503.663498318045,0.9785696
8503.763471282984,0.97923017
8503.863444247916,0.9794818
8503.963417212843,0.97932065
8504.063390177766,0.98099625
8504.163363142683,0.9809955
8504.263336107593,0.98186636
8504.3633090725,0.98192364
8504.4632820374,0.98163056
8504.563255002297,0.9817638
8504.663227967185,0.98351324
8504.763200932071,0.984473
8504.863173896949,0.9854625
8504.963146861823,0.98568684
8505.063119826693,0.98560935
8505.163092791556,0.98480785
8505.263065756413,0.9843319
8505.363038721267,0.9846069
8505.463011686114,0.98521304
8505.562984650956,0.9863856
8505.662957615792,0.9875185
8505.762930580624,0.98660773
8505.862903545449,0.9869373
8505.96287651027,0.9875091
8506.062849475084,0.9883244
8506.162822439894,0.9880065
8506.262795404698,0.98875946
8506.362768369498,0.9906126
8506.46274133429,0.99081886
8506.56271429908,0.9889823
8506.662687263863,0.9871387
8506.76266022864,0.98659354
8506.862633193412,0.98880416
8506.962606158178,0.99276936
8507.062579122941,0.9951471
8507.162552087697,0.9958815
8507.262525052449,0.99458975
8507.362498017195,0.99237955
8507.462470981935,0.9919425
8507.56244394667,0.99323773
8507.662416911398,0.9944684
8507.762389876125,0.994178
8507.862362840842,0.9944371
8507.962335805556,0.9944764
8508.062308770264,0.9928168
8508.162281734967,0.9909449
8508.262254699664,0.9910593
8508.362227664356,0.99279237
8508.462200629045,0.9937033
8508.562173593726,0.99271053
8508.662146558401,0.9922817
8508.762119523073,0.9937854
8508.862092487738,0.99553376
8508.962065452399,0.9952979
8509.062038417052,0.99378794
8509.162011381703,0.9938354
8509.261984346347,0.99487776
8509.361957310986,0.9957056
8509.461930275618,0.99531585
8509.561903240248,0.99276793
8509.66187620487,0.99122024
8509.761849169488,0.99322593
8509.8618221341,0.9959319
8509.961795098707,0.99664587
8510.061768063308,0.9949447
8510.161741027905,0.99453837
8510.261713992495,0.995966
8510.36168695708,0.99601054
8510.46165992166,0.99520725
8510.561632886234,0.994224
8510.661605850804,0.99308145
8510.761578815367,0.9936572
8510.861551779928,0.9951053
8510.96152474448,0.99552524
8511.06149770903,0.9935326
8511.161470673573,0.993645
8511.26144363811,0.9954634
8511.36141660264,0.99693197
8511.461389567168,0.9962589
8511.56136253169,0.9944406
8511.661335496205,0.9938
8511.761308460716,0.99321747
8511.861281425221,0.9937381
8511.961254389722,0.9950037
8512.061227354216,0.99553406
8512.161200318706,0.99609715
8512.26117328319,0.9972892
8512.361146247667,0.99797446
8512.461119212143,0.99757075
8512.561092176611,0.9948003
8512.661065141074,0.99271554
8512.76103810553,0.99218607
8512.861011069983,0.99294096
8512.960984034427,0.992949
8513.060956998872,0.9926194
8513.160929963306,0.99123156
8513.260902927737,0.98865795
8513.360875892162,0.9861231
8513.460848856583,0.98346066
