lamb_air,flux
8457.675933875988,0.99743193
8457.775906843408,0.99672973
8457.875879810821,0.9979331
8457.975852778232,0.9990637
8458.075825745636,1.0002027
8458.175798713033,1.0009472
8458.275771680426,1.0013527
8458.375744647814,0.99985904
8458.475717615198,0.998353
8458.575690582573,0.9977023
8458.675663549946,0.9955786
8458.775636517312,0.9949427
8458.875609484672,0.99500155
8458.975582452027,0.99564266
8459.075555419377,0.99834
8459.17552838672,1.0010518
8459.275501354059,1.0008031
8459.375474321392,0.99922514
8459.47544728872,0.99837285
8459.575420256044,0.9983848
8459.67539322336,0.99840367
8459.77536619067,0.9976829
8459.875339157978,0.99735725
8459.975312125278,0.9968719
8460.075285092573,0.9965161
8460.175258059862,0.9968152
8460.275231027146,0.9976975
8460.375203994425,0.9989797
8460.4751769617,1.0015223
8460.575149928965,1.0042635
8460.67512289623,1.0064747
8460.775095863486,1.0078115
8460.875068830737,1.0084405
8460.975041797985,1.0086217
8461.075014765225,1.0085533
8461.17498773246,1.008538
8461.274960699691,1.0090632
8461.374933666915,1.0094606
8461.474906634136,1.008678
8461.574879601349,1.0087768
8461.674852568556,1.0096029
8461.77482553576,1.0104051
8461.874798502957,1.0104636
8461.97477147015,1.0109601
8462.074744437336,1.0123655
8462.174717404516,1.013746
8462.27469037169,1.0141976
8462.374663338862,1.013005
8462.474636306026,1.0120255
8462.574609273186,1.0110611
8462.674582240339,1.0108045
8462.774555207488,1.0110936
8462.874528174632,1.0118637
8462.974501141769,1.012575
8463.074474108902,1.0119661
8463.174447076028,1.0094506
8463.274420043148,1.0062842
8463.374393010265,1.003283
8463.474365977376,1.0003867
8463.57433894448,0.99886954
8463.67431191158,1.0001405
8463.774284878675,1.0034658
8463.874257845764,1.0062838
8463.974230812844,1.0078466
8464.074203779925,1.0085902
8464.174176746998,1.0087765
8464.274149714063,1.0092417
8464.374122681123,1.0093122
8464.474095648182,1.0095586
8464.574068615231,1.0090094
8464.674041582277,1.0078593
8464.774014549317,1.0057329
8464.873987516352,1.0031126
8464.973960483381,1.0005742
8465.073933450403,0.99762976
8465.173906417422,0.99461734
8465.273879384435,0.99327594
8465.373852351442,0.9928771
8465.473825318444,0.9915857
8465.57379828544,0.9894591
8465.673771252432,0.98847014
8465.773744219417,0.98947984
8465.873717186398,0.99105674
8465.973690153372,0.9918911
8466.07366312034,0.99121994
8466.173636087304,0.99038804
8466.273609054264,0.98959666
8466.373582021217,0.98949826
8466.473554988164,0.9897702
8466.573527955106,0.9904068
8466.673500922043,0.9907653
8466.773473888976,0.98969656
8466.873446855901,0.98555964
8466.973419822822,0.9789107
8467.073392789734,0.97304
8467.173365756646,0.9702582
8467.273338723551,0.97001183
8467.373311690448,0.9709349
8467.473284657342,0.97152364
8467.57325762423,0.9699143
8467.673230591112,0.9651248
8467.77320355799,0.9562425
8467.873176524861,0.94132113
8467.973149491729,0.91750085
8468.073122458587,0.8813686
8468.173095425444,0.8369286
8468.273068392295,0.79644585
8468.373041359138,0.7726746
8468.473014325979,0.77267414
8468.57298729281,0.79638183
8468.672960259639,0.834266
8468.772933226463,0.8766975
8468.87290619328,0.91395694
8468.972879160092,0.94172245
8469.072852126897,0.9601526
8469.1728250937,0.97293603
8469.272798060496,0.9820627
8469.372771027287,0.98878574
8469.47274399407,0.99283683
8469.572716960849,0.9934722
8469.672689927624,0.99309695
8469.772662894395,0.9936522
8469.872635861157,0.9962869
8469.972608827913,0.9985982
8470.072581794666,0.99984425
8470.172554761413,0.9999175
8470.272527728155,1.0015227
8470.372500694892,1.0034614
8470.472473661623,1.0038658
8470.572446628348,1.0022533
8470.672419595068,1.0012286
8470.772392561783,1.0003173
8470.872365528492,1.0002092
8470.972338495196,1.0000451
8471.072311461892,0.99980146
8471.172284428587,0.9991086
8471.272257395272,0.996031
8471.372230361956,0.98934764
8471.472203328633,0.97959846
8471.572176295304,0.96822464
8471.672149261969,0.95947206
8471.772122228629,0.95676285
8471.872095195286,0.96123725
8471.972068161935,0.9717356
8472.072041128578,0.98258966
8472.172014095217,0.98942846
8472.27198706185,0.9916541
8472.371960028478,0.99250495
8472.471932995102,0.99533916
8472.571905961719,1.0000479
8472.67187892833,1.0035986
8472.771851894937,1.0057817
8472.871824861537,1.0073185
8472.971797828131,1.0078927
8473.07177079472,1.0076215
8473.171743761306,1.0067444
8473.271716727886,1.005173
8473.371689694459,1.0028613
8473.471662661028,0.9996639
8473.57163562759,0.9974967
8473.671608594148,0.99707377
8473.7715815607,0.99855936
8473.871554527248,1.00136
8473.97152749379,1.0031636
8474.071500460324,1.0037096
8474.171473426855,1.0044771
8474.27144639338,1.0068581
8474.371419359899,1.009277
8474.471392326413,1.010254
8474.571365292923,1.0103271
8474.671338259426,1.0089018
8474.771311225924,1.0072759
8474.871284192417,1.0080466
8474.971257158903,1.0098691
8475.071230125386,1.0105639
8475.171203091862,1.010194
8475.271176058333,1.0095308
8475.371149024799,1.009694
8475.47112199126,1.010218
8475.571094957713,1.0077415
8475.671067924164,1.0081493
8475.771040890608,1.0078446
8475.871013857046,1.0075009
8475.970986823479,1.0078775
8476.070959789908,1.0065514
8476.17093275633,1.0046983
8476.270905722746,1.0026232
8476.370878689157,1.0010395
8476.470851655564,1.0012063
8476.570824621966,1.0024153
8476.67079758836,1.0022954
8476.77077055475,1.0006195
8476.870743521135,0.99792
8476.970716487514,0.99565625
8477.070689453887,0.9943712
8477.170662420256,0.99410284
8477.270635386618,0.9941092
8477.370608352976,0.9941364
8477.470581319329,0.99524415
8477.570554285676,0.99706334
8477.670527252016,0.9986852
